sr_number,raw_address,house,direction,street_name,street_type,address_key
SR26-00160352,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160354,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160355,3558 N LAWNDALE AVE,3558,N,LAWNDALE,AVE,3558 N LAWNDALE AVE
SR26-00160356,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160357,2300 N ASHLAND AVE,2300,N,ASHLAND,AVE,2300 N ASHLAND AVE
SR26-00160359,5700 N LINCOLN AVE,5700,N,LINCOLN,AVE,5700 N LINCOLN AVE
SR26-00160360,5056 S KOSTNER AVE,5056,S,KOSTNER,AVE,5056 S KOSTNER AVE
SR26-00160361,12 E 112TH ST,12,E,112TH,ST,12 E 112TH ST
SR26-00160362,358 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR,358,N,JEAN BAPTISTE POINTE DUSABLE LAKE SHORE,DR,358 N JEAN BAPTISTE POINTE DUSABLE LAKE SHORE DR
SR26-00160364,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160365,1746 S MILLER ST,1746,S,MILLER,ST,1746 S MILLER ST
SR26-00160366,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160367,3927 N NEWLAND AVE,3927,N,NEWLAND,AVE,3927 N NEWLAND AVE
SR26-00160369,5027 S KOSTNER AVE,5027,S,KOSTNER,AVE,5027 S KOSTNER AVE
SR26-00160370,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160371,1819 N MCVICKER AVE,1819,N,MCVICKER,AVE,1819 N MCVICKER AVE
SR26-00160372,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160373,3711 N OLEANDER AVE,3711,N,OLEANDER,AVE,3711 N OLEANDER AVE
SR26-00160377,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160378,4015 S MAPLEWOOD AVE,4015,S,MAPLEWOOD,AVE,4015 S MAPLEWOOD AVE
SR26-00160379,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160381,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160382,2547 E 107TH ST,2547,E,107TH,ST,2547 E 107TH ST
SR26-00160384,911 N MILWAUKEE AVE,911,N,MILWAUKEE,AVE,911 N MILWAUKEE AVE
SR26-00160385,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160386,1801 S ASHLAND AVE,1801,S,ASHLAND,AVE,1801 S ASHLAND AVE
SR26-00160388,5027 S KOSTNER AVE,5027,S,KOSTNER,AVE,5027 S KOSTNER AVE
SR26-00160389,7900 S TRIPP AVE,7900,S,TRIPP,AVE,7900 S TRIPP AVE
SR26-00160390,5555 W SUNNYSIDE AVE,5555,W,SUNNYSIDE,AVE,5555 W SUNNYSIDE AVE
SR26-00160392,4439 S KEELER AVE,4439,S,KEELER,AVE,4439 S KEELER AVE
SR26-00160393,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160394,8500 S KENNETH AVE,8500,S,KENNETH,AVE,8500 S KENNETH AVE
SR26-00160395,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160398,2500 N LAKEVIEW AVE,2500,N,LAKEVIEW,AVE,2500 N LAKEVIEW AVE
SR26-00160399,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160400,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160401,5035 S KOSTNER AVE,5035,S,KOSTNER,AVE,5035 S KOSTNER AVE
SR26-00160402,2121 S PRAIRIE AVE,2121,S,PRAIRIE,AVE,2121 S PRAIRIE AVE
SR26-00160403,5035 S KOSTNER AVE,5035,S,KOSTNER,AVE,5035 S KOSTNER AVE
SR26-00160404,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160405,4352 S MAPLEWOOD AVE,4352,S,MAPLEWOOD,AVE,4352 S MAPLEWOOD AVE
SR26-00160406,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160410,1332 E 87TH ST,1332,E,87TH,ST,1332 E 87TH ST
SR26-00160411,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160412,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160413,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160414,1290 N CLYBOURN AVE,1290,N,CLYBOURN,AVE,1290 N CLYBOURN AVE
SR26-00160415,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160417,32 E BELLEVUE PL,32,E,BELLEVUE,PL,32 E BELLEVUE PL
SR26-00160418,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160419,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160420,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160422,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160424,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160425,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160426,4206 S FAIRFIELD AVE,4206,S,FAIRFIELD,AVE,4206 S FAIRFIELD AVE
SR26-00160427,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160429,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160430,2449 N ASHLAND AVE,2449,N,ASHLAND,AVE,2449 N ASHLAND AVE
SR26-00160431,1749 E 72ND ST,1749,E,72ND,ST,1749 E 72ND ST
SR26-00160432,2230 W AUGUSTA BLVD,2230,W,AUGUSTA,BLVD,2230 W AUGUSTA BLVD
SR26-00160433,13100 S GREENWOOD AVE,13100,S,GREENWOOD,AVE,13100 S GREENWOOD AVE
SR26-00160436,3056 N PAULINA ST,3056,N,PAULINA,ST,3056 N PAULINA ST
SR26-00160437,2354 N KEDZIE AVE,2354,N,KEDZIE,AVE,2354 N KEDZIE AVE
SR26-00160439,911 W CULLOM AVE,911,W,CULLOM,AVE,911 W CULLOM AVE
SR26-00160440,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160441,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160442,9900 S GENOA AVE,9900,S,GENOA,AVE,9900 S GENOA AVE
SR26-00160443,2414 N KEDZIE AVE,2414,N,KEDZIE,AVE,2414 N KEDZIE AVE
SR26-00160444,1243 S STATE ST,1243,S,STATE,ST,1243 S STATE ST
SR26-00160445,1451 N ASHLAND AVE,1451,N,ASHLAND,AVE,1451 N ASHLAND AVE
SR26-00160446,10339 S WOOD ST,10339,S,WOOD,ST,10339 S WOOD ST
SR26-00160447,2430 N KEDZIE AVE,2430,N,KEDZIE,AVE,2430 N KEDZIE AVE
SR26-00160448,2034 W SUNNYSIDE AVE,2034,W,SUNNYSIDE,AVE,2034 W SUNNYSIDE AVE
SR26-00160451,1555 W WEBSTER AVE,1555,W,WEBSTER,AVE,1555 W WEBSTER AVE
SR26-00160456,10736 S HALE AVE,10736,S,HALE,AVE,10736 S HALE AVE
SR26-00160457,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160458,848 W JUNIOR TER,848,W,JUNIOR,TER,848 W JUNIOR TER
SR26-00160460,3504 N HAMLIN AVE,3504,N,HAMLIN,AVE,3504 N HAMLIN AVE
SR26-00160462,1272 N MILWAUKEE AVE,1272,N,MILWAUKEE,AVE,1272 N MILWAUKEE AVE
SR26-00160464,3877 N ELSTON AVE,3877,N,ELSTON,AVE,3877 N ELSTON AVE
SR26-00160465,6312 N KILDARE AVE,6312,N,KILDARE,AVE,6312 N KILDARE AVE
SR26-00160466,1626 W 102ND ST,1626,W,102ND,ST,1626 W 102ND ST
SR26-00160468,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160469,4500 N KOSTNER AVE,4500,N,KOSTNER,AVE,4500 N KOSTNER AVE
SR26-00160470,399 N MICHIGAN AVE,399,N,MICHIGAN,AVE,399 N MICHIGAN AVE
SR26-00160472,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160474,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160476,855 N DAMEN AVE,855,N,DAMEN,AVE,855 N DAMEN AVE
SR26-00160477,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160478,7753 S LOOMIS ST,7753,S,LOOMIS,ST,7753 S LOOMIS ST
SR26-00160480,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160483,1055 W BELDEN AVE,1055,W,BELDEN,AVE,1055 W BELDEN AVE
SR26-00160485,2404 S DAMEN AVE,2404,S,DAMEN,AVE,2404 S DAMEN AVE
SR26-00160486,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160487,3901 N TRIPP AVE,3901,N,TRIPP,AVE,3901 N TRIPP AVE
SR26-00160488,10900 S SPRINGFIELD AVE,10900,S,SPRINGFIELD,AVE,10900 S SPRINGFIELD AVE
SR26-00160490,8200 S DAMEN AVE,8200,S,DAMEN,AVE,8200 S DAMEN AVE
SR26-00160492,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160493,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160494,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160495,9000 S DAUPHIN AVE,9000,S,DAUPHIN,AVE,9000 S DAUPHIN AVE
SR26-00160498,3000 E 78TH ST,3000,E,78TH,ST,3000 E 78TH ST
SR26-00160499,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160500,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160501,7547 W BRYN MAWR AVE,7547,W,BRYN MAWR,AVE,7547 W BRYN MAWR AVE
SR26-00160502,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160503,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160506,7201 W BYRON ST,7201,W,BYRON,ST,7201 W BYRON ST
SR26-00160507,4101 N RIDGEWAY AVE,4101,N,RIDGEWAY,AVE,4101 N RIDGEWAY AVE
SR26-00160508,7543 W BRYN MAWR AVE,7543,W,BRYN MAWR,AVE,7543 W BRYN MAWR AVE
SR26-00160509,2253 S ALBANY AVE,2253,S,ALBANY,AVE,2253 S ALBANY AVE
SR26-00160510,164 E GRAND AVE,164,E,GRAND,AVE,164 E GRAND AVE
SR26-00160511,8627 S MORGAN ST,8627,S,MORGAN,ST,8627 S MORGAN ST
SR26-00160513,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160515,5956 S MICHIGAN AVE,5956,S,MICHIGAN,AVE,5956 S MICHIGAN AVE
SR26-00160516,11343 S FOREST AVE,11343,S,FOREST,AVE,11343 S FOREST AVE
SR26-00160517,5851 S WABASH AVE,5851,S,WABASH,AVE,5851 S WABASH AVE
SR26-00160518,5750 S ARCHER AVE,5750,S,ARCHER,AVE,5750 S ARCHER AVE
SR26-00160519,1601 E 95TH ST,1601,E,95TH,ST,1601 E 95TH ST
SR26-00160520,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160521,5859 S WABASH AVE,5859,S,WABASH,AVE,5859 S WABASH AVE
SR26-00160523,4933 N KEYSTONE AVE,4933,N,KEYSTONE,AVE,4933 N KEYSTONE AVE
SR26-00160524,4554 W 63RD ST,4554,W,63RD,ST,4554 W 63RD ST
SR26-00160527,3500 S DR MARTIN LUTHER KING JR DR,3500,S,DR MARTIN LUTHER KING JR,DR,3500 S DR MARTIN LUTHER KING JR DR
SR26-00160528,3355 S WESTERN AVE,3355,S,WESTERN,AVE,3355 S WESTERN AVE
SR26-00160529,5815 W FULTON ST,5815,W,FULTON,ST,5815 W FULTON ST
SR26-00160530,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160531,4242 W GLADYS AVE,4242,W,GLADYS,AVE,4242 W GLADYS AVE
SR26-00160532,5810 S MICHIGAN AVE,5810,S,MICHIGAN,AVE,5810 S MICHIGAN AVE
SR26-00160533,5045 S KOSTNER AVE,5045,S,KOSTNER,AVE,5045 S KOSTNER AVE
SR26-00160535,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160536,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160537,3672 W COLUMBUS AVE,3672,W,COLUMBUS,AVE,3672 W COLUMBUS AVE
SR26-00160538,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160539,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160543,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160544,525 W 118TH ST,525,W,118TH,ST,525 W 118TH ST
SR26-00160545,800 W LAKE ST,800,W,LAKE,ST,800 W LAKE ST
SR26-00160546,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160547,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160548,2144 E 69TH ST,2144,E,69TH,ST,2144 E 69TH ST
SR26-00160549,3616 W ARMITAGE AVE,3616,W,ARMITAGE,AVE,3616 W ARMITAGE AVE
SR26-00160551,1453 N ASHLAND AVE,1453,N,ASHLAND,AVE,1453 N ASHLAND AVE
SR26-00160553,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160554,830 W BUENA AVE,830,W,BUENA,AVE,830 W BUENA AVE
SR26-00160555,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160556,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160557,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160558,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160559,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160560,5200 N KIMBALL AVE,5200,N,KIMBALL,AVE,5200 N KIMBALL AVE
SR26-00160561,119 E 118TH PL,119,E,118TH,PL,119 E 118TH PL
SR26-00160562,820 N LA SALLE ST,820,N,LA SALLE,ST,820 N LA SALLE ST
SR26-00160563,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160567,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160569,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160571,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160574,3309 S LOWE AVE,3309,S,LOWE,AVE,3309 S LOWE AVE
SR26-00160575,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160576,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160579,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160581,8148 S MARSHFIELD AVE,8148,S,MARSHFIELD,AVE,8148 S MARSHFIELD AVE
SR26-00160582,501 W JACKSON BLVD,501,W,JACKSON,BLVD,501 W JACKSON BLVD
SR26-00160583,10100 S HALSTED ST,10100,S,HALSTED,ST,10100 S HALSTED ST
SR26-00160585,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160587,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160588,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160589,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160591,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160593,5030 W LAKE ST,5030,W,LAKE,ST,5030 W LAKE ST
SR26-00160594,6431 S MOZART ST,6431,S,MOZART,ST,6431 S MOZART ST
SR26-00160596,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160598,1057 W BELDEN AVE,1057,W,BELDEN,AVE,1057 W BELDEN AVE
SR26-00160601,1734 E 71ST PL,1734,E,71ST,PL,1734 E 71ST PL
SR26-00160602,2115 S STATE ST,2115,S,STATE,ST,2115 S STATE ST
SR26-00160603,2108 E 75TH ST,2108,E,75TH,ST,2108 E 75TH ST
SR26-00160607,7110 S RIDGELAND AVE,7110,S,RIDGELAND,AVE,7110 S RIDGELAND AVE
SR26-00160608,4952 S KILPATRICK AVE,4952,S,KILPATRICK,AVE,4952 S KILPATRICK AVE
SR26-00160609,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160611,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160612,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160613,2236 S SPAULDING AVE,2236,S,SPAULDING,AVE,2236 S SPAULDING AVE
SR26-00160617,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160618,1500 S CLARK ST,1500,S,CLARK,ST,1500 S CLARK ST
SR26-00160620,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160624,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160626,2959 N PULASKI RD,2959,N,PULASKI,RD,2959 N PULASKI RD
SR26-00160627,1119 W BELDEN AVE,1119,W,BELDEN,AVE,1119 W BELDEN AVE
SR26-00160628,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160629,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160630,6900 S KOMENSKY AVE,6900,S,KOMENSKY,AVE,6900 S KOMENSKY AVE
SR26-00160631,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160632,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160634,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160640,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160645,5009 N NORTHWEST HWY,5009,N,NORTHWEST,HWY,5009 N NORTHWEST HWY
SR26-00160647,3901 N KILDARE AVE,3901,N,KILDARE,AVE,3901 N KILDARE AVE
SR26-00160648,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160650,6615 S ARTESIAN AVE,6615,S,ARTESIAN,AVE,6615 S ARTESIAN AVE
SR26-00160651,564 W DIVERSEY AVE,564,W,DIVERSEY,AVE,564 W DIVERSEY AVE
SR26-00160652,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160653,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160656,3353 W MONROE ST,3353,W,MONROE,ST,3353 W MONROE ST
SR26-00160658,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160659,3223 W BERTEAU AVE,3223,W,BERTEAU,AVE,3223 W BERTEAU AVE
SR26-00160661,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160662,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160663,3630 W MCLEAN AVE,3630,W,MCLEAN,AVE,3630 W MCLEAN AVE
SR26-00160664,2 E CERMAK RD,2,E,CERMAK,RD,2 E CERMAK RD
SR26-00160665,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160666,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160669,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160670,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160671,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160674,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160676,2615 W CARMEN AVE,2615,W,CARMEN,AVE,2615 W CARMEN AVE
SR26-00160677,6106 S ELLIS AVE,6106,S,ELLIS,AVE,6106 S ELLIS AVE
SR26-00160678,4104 N DRAKE AVE,4104,N,DRAKE,AVE,4104 N DRAKE AVE
SR26-00160680,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160681,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160682,2257 N LARAMIE AVE,2257,N,LARAMIE,AVE,2257 N LARAMIE AVE
SR26-00160687,1416 N BURLING ST,1416,N,BURLING,ST,1416 N BURLING ST
SR26-00160688,8716 S BURLEY AVE,8716,S,BURLEY,AVE,8716 S BURLEY AVE
SR26-00160690,3534 N WILTON AVE,3534,N,WILTON,AVE,3534 N WILTON AVE
SR26-00160691,713 W 48TH ST,713,W,48TH,ST,713 W 48TH ST
SR26-00160692,2134 W HOMER ST,2134,W,HOMER,ST,2134 W HOMER ST
SR26-00160694,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160697,424 W 127TH ST,424,W,127TH,ST,424 W 127TH ST
SR26-00160698,8716 S BURLEY AVE,8716,S,BURLEY,AVE,8716 S BURLEY AVE
SR26-00160699,754 E 43RD ST,754,E,43RD,ST,754 E 43RD ST
SR26-00160700,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160701,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160704,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160705,2602 W DIVERSEY AVE,2602,W,DIVERSEY,AVE,2602 W DIVERSEY AVE
SR26-00160706,1240 W WASHINGTON BLVD,1240,W,WASHINGTON,BLVD,1240 W WASHINGTON BLVD
SR26-00160707,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160709,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160710,8100 S ANTHONY AVE,8100,S,ANTHONY,AVE,8100 S ANTHONY AVE
SR26-00160712,3125 W LAWRENCE AVE,3125,W,LAWRENCE,AVE,3125 W LAWRENCE AVE
SR26-00160713,1504 N MENARD AVE,1504,N,MENARD,AVE,1504 N MENARD AVE
SR26-00160714,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160716,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160717,9901 S WESTERN AVE,9901,S,WESTERN,AVE,9901 S WESTERN AVE
SR26-00160721,8041 S DORCHESTER AVE,8041,S,DORCHESTER,AVE,8041 S DORCHESTER AVE
SR26-00160722,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160723,3558 N WILTON AVE,3558,N,WILTON,AVE,3558 N WILTON AVE
SR26-00160724,1801 N LOTUS AVE,1801,N,LOTUS,AVE,1801 N LOTUS AVE
SR26-00160726,1620 N BOSWORTH AVE,1620,N,BOSWORTH,AVE,1620 N BOSWORTH AVE
SR26-00160727,529 S FRANKLIN ST,529,S,FRANKLIN,ST,529 S FRANKLIN ST
SR26-00160729,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160730,367 E 68TH ST,367,E,68TH,ST,367 E 68TH ST
SR26-00160734,1400 W 73RD ST,1400,W,73RD,ST,1400 W 73RD ST
SR26-00160735,5613 S NAGLE AVE,5613,S,NAGLE,AVE,5613 S NAGLE AVE
SR26-00160737,1400 W 73RD ST,1400,W,73RD,ST,1400 W 73RD ST
SR26-00160738,7248 N OCONTO AVE,7248,N,OCONTO,AVE,7248 N OCONTO AVE
SR26-00160741,2251 N CLIFTON AVE,2251,N,CLIFTON,AVE,2251 N CLIFTON AVE
SR26-00160742,2748 N GREENVIEW AVE,2748,N,GREENVIEW,AVE,2748 N GREENVIEW AVE
SR26-00160743,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160747,1545 W WABANSIA AVE,1545,W,WABANSIA,AVE,1545 W WABANSIA AVE
SR26-00160750,4500 S OAKENWALD AVE,4500,S,OAKENWALD,AVE,4500 S OAKENWALD AVE
SR26-00160755,114 N STATE ST,114,N,STATE,ST,114 N STATE ST
SR26-00160756,5350 S SHIELDS AVE,5350,S,SHIELDS,AVE,5350 S SHIELDS AVE
SR26-00160757,1230 W OHIO ST,1230,W,OHIO,ST,1230 W OHIO ST
SR26-00160759,6505 S KOMENSKY AVE,6505,S,KOMENSKY,AVE,6505 S KOMENSKY AVE
SR26-00160762,2901 N CENTRAL PARK AVE,2901,N,CENTRAL PARK,AVE,2901 N CENTRAL PARK AVE
SR26-00160763,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160765,901 S CICERO AVE,901,S,CICERO,AVE,901 S CICERO AVE
SR26-00160767,2358 W BLOOMINGDALE AVE,2358,W,BLOOMINGDALE,AVE,2358 W BLOOMINGDALE AVE
SR26-00160768,4030 N LOWELL AVE,4030,N,LOWELL,AVE,4030 N LOWELL AVE
SR26-00160769,5612 S NAGLE AVE,5612,S,NAGLE,AVE,5612 S NAGLE AVE
SR26-00160772,1848 W MORSE AVE,1848,W,MORSE,AVE,1848 W MORSE AVE
SR26-00160773,1451 N ASHLAND AVE,1451,N,ASHLAND,AVE,1451 N ASHLAND AVE
SR26-00160774,8738 S HERMITAGE AVE,8738,S,HERMITAGE,AVE,8738 S HERMITAGE AVE
SR26-00160776,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
SR26-00160777,4904 N KEDVALE AVE,4904,N,KEDVALE,AVE,4904 N KEDVALE AVE
SR26-00160778,5514 S WASHTENAW AVE,5514,S,WASHTENAW,AVE,5514 S WASHTENAW AVE
SR26-00160779,215 W ONTARIO ST,215,W,ONTARIO,ST,215 W ONTARIO ST
SR26-00160781,2111 W Lexington ST,2111,W,LEXINGTON,ST,2111 W LEXINGTON ST
SR26-00160782,400 N LAKE SHORE DR,400,N,LAKE SHORE,DR,400 N LAKE SHORE DR
SR26-00160783,10510 W ZEMKE RD,10510,W,ZEMKE,RD,10510 W ZEMKE RD
